epoch,step,train_accuracy,train_f1,train_loss_epoch,train_loss_step,val_accuracy,val_f1,val_loss_epoch,val_loss_step
0,19,,,,39.54057312011719,,,,
0,39,,,,24.706321716308594,,,,
0,59,,,,15.131340026855469,,,,
0,79,,,,9.534799575805664,,,,
0,99,,,,7.461456775665283,,,,
0,119,,,,5.099832534790039,,,,
0,139,,,,3.6792774200439453,,,,
0,159,,,,6.144803047180176,,,,
0,179,,,,2.421142339706421,,,,
0,199,,,,2.6638805866241455,,,,
0,219,,,,3.7422776222229004,,,,
0,239,,,,1.076972246170044,,,,
0,259,,,,1.2244179248809814,,,,
0,279,,,,5.724918842315674,,,,
0,299,,,,3.8491692543029785,,,,
0,319,,,,1.9397755861282349,,,,
0,339,,,,2.157219409942627,,,,
0,359,,,,5.386396408081055,,,,
0,379,,,,1.3113479614257812,,,,
0,399,,,,0.9416788816452026,,,,
0,419,,,,1.5449692010879517,,,,
0,439,,,,0.8715646862983704,,,,
0,459,,,,0.7032820582389832,,,,
0,479,,,,8.022217750549316,,,,
0,499,,,,0.6952818632125854,,,,
0,519,,,,2.1787195205688477,,,,
0,539,,,,1.5080746412277222,,,,
0,559,,,,3.0191423892974854,,,,
0,579,,,,1.8519048690795898,,,,
0,599,,,,1.8477919101715088,,,,
0,619,,,,7.266631126403809,,,,
0,639,,,,2.4810361862182617,,,,
0,659,,,,2.775275230407715,,,,
0,679,,,,1.5399240255355835,,,,
0,699,,,,1.566800832748413,,,,
0,719,,,,6.223886013031006,,,,
0,739,,,,0.7563117742538452,,,,
0,759,,,,0.938352644443512,,,,
0,779,,,,1.4234105348587036,,,,
0,799,,,,2.4437763690948486,,,,
0,819,,,,1.1593916416168213,,,,
0,839,,,,1.1650141477584839,,,,
0,859,,,,1.6251369714736938,,,,
0,879,,,,0.8574380874633789,,,,
0,899,,,,0.6317222118377686,,,,
0,919,,,,3.7795004844665527,,,,
0,939,,,,0.9413607716560364,,,,
0,959,,,,1.1266424655914307,,,,
0,979,,,,0.6407753825187683,,,,
0,999,,,,1.7623640298843384,,,,
0,1019,,,,1.1669162511825562,,,,
0,1039,,,,6.068355083465576,,,,
0,1059,,,,1.5827308893203735,,,,
0,1079,,,,1.4529688358306885,,,,
0,1099,,,,0.5678867697715759,,,,
0,1119,,,,2.700137138366699,,,,
0,1139,,,,5.10105037689209,,,,
0,1159,,,,0.7235584855079651,,,,
0,1179,,,,2.5517334938049316,,,,
0,1199,,,,5.2893500328063965,,,,
0,1219,,,,0.8185171484947205,,,,
0,1239,,,,3.5055439472198486,,,,
0,1259,,,,1.1541059017181396,,,,
0,1279,,,,1.5581663846969604,,,,
0,1299,,,,0.9090249538421631,,,,
0,1319,,,,0.4612714648246765,,,,
0,1339,,,,5.946410179138184,,,,
0,1359,,,,0.7140033841133118,,,,
0,1379,,,,0.7809869050979614,,,,
0,1399,,,,0.6259647607803345,,,,
0,1419,,,,4.652554988861084,,,,
0,1439,,,,1.157485008239746,,,,
0,1459,,,,0.9809418320655823,,,,
0,1479,,,,1.4909099340438843,,,,
0,1499,,,,1.9904028177261353,,,,
0,1519,,,,1.4398300647735596,,,,
0,1539,,,,0.4372660219669342,,,,
0,1559,,,,0.8108015656471252,,,,
0,1579,,,,2.540830612182617,,,,
0,1599,,,,2.18038010597229,,,,
0,1619,,,,4.040586471557617,,,,
0,1639,,,,0.4530831277370453,,,,
0,1659,,,,0.6488913893699646,,,,
0,1679,,,,0.5424025058746338,,,,
0,1699,,,,1.064605712890625,,,,
0,1719,,,,0.8766463398933411,,,,
0,1739,,,,0.49216946959495544,,,,
0,1759,,,,2.286587953567505,,,,
0,1779,,,,0.6763240694999695,,,,
0,1799,,,,0.954046368598938,,,,
0,1819,,,,0.21508769690990448,,,,
0,1839,,,,2.0874338150024414,,,,
0,1859,,,,0.5694332122802734,,,,
0,1879,,,,1.014548420906067,,,,
0,1899,,,,0.8373257517814636,,,,
0,1919,,,,0.9281175136566162,,,,
0,1939,,,,5.601731300354004,,,,
0,1959,,,,1.3978650569915771,,,,
0,1979,,,,0.6748532652854919,,,,
0,1999,,,,1.4639679193496704,,,,
0,2019,,,,1.1182997226715088,,,,
0,2039,,,,1.6465306282043457,,,,
0,2059,,,,5.955557346343994,,,,
0,2079,,,,2.0458884239196777,,,,
0,2099,,,,0.9584600925445557,,,,
0,2119,,,,1.0116056203842163,,,,
0,2139,,,,0.5686160922050476,,,,
0,2159,,,,4.428053379058838,,,,
0,2179,,,,1.010541319847107,,,,
0,2199,,,,2.611453056335449,,,,
0,2219,,,,1.267910361289978,,,,
0,2239,,,,11.287360191345215,,,,
0,2259,,,,2.354316234588623,,,,
0,2279,,,,1.107032060623169,,,,
0,2299,,,,0.21298445761203766,,,,
0,2319,,,,0.47429370880126953,,,,
0,2339,,,,1.2128524780273438,,,,
0,2359,,,,0.40726932883262634,,,,
0,2379,,,,0.8159075379371643,,,,
0,2399,,,,0.3144776523113251,,,,
0,2419,,,,1.6368523836135864,,,,
0,2439,,,,1.940861701965332,,,,
0,2459,,,,0.7938827872276306,,,,
0,2479,,,,0.17523027956485748,,,,
0,2499,,,,0.5196914076805115,,,,
0,2519,,,,0.26509568095207214,,,,
0,2539,,,,0.8465788960456848,,,,
0,2559,,,,1.4002610445022583,,,,
0,2579,,,,0.5514107942581177,,,,
0,2599,,,,0.5409733653068542,,,,
0,2619,,,,0.645954966545105,,,,
0,2639,,,,0.7131230235099792,,,,
0,2659,,,,2.521448850631714,,,,
0,2679,,,,5.159017562866211,,,,
0,2699,,,,1.0281105041503906,,,,
0,2719,,,,2.20998477935791,,,,
0,2739,,,,0.3120066225528717,,,,
0,2759,,,,0.6311523914337158,,,,
0,2779,,,,2.322861671447754,,,,
0,2799,,,,0.16590778529644012,,,,
0,2819,,,,2.120645523071289,,,,
0,2839,,,,0.44842004776000977,,,,
0,2859,,,,0.7248332500457764,,,,
0,2879,,,,0.2960103452205658,,,,
0,2899,,,,2.0141146183013916,,,,
0,2919,,,,0.4634780287742615,,,,
0,2939,,,,0.11792812496423721,,,,
0,2959,,,,1.476050615310669,,,,
0,2979,,,,0.6572224497795105,,,,
0,2999,,,,1.768296480178833,,,,
0,3019,,,,2.9904627799987793,,,,
0,3039,,,,0.6589291095733643,,,,
0,3059,,,,0.3326159417629242,,,,
0,3079,,,,12.50407600402832,,,,
0,3099,,,,0.32726407051086426,,,,
0,3119,,,,0.9447569847106934,,,,
0,3139,,,,4.44390869140625,,,,
0,3159,,,,0.6772271394729614,,,,
0,3179,,,,16.648067474365234,,,,
0,3199,,,,2.4916348457336426,,,,
0,3219,,,,2.528977394104004,,,,
0,3239,,,,1.833486795425415,,,,
0,3259,,,,0.45890477299690247,,,,
0,3279,,,,1.5345814228057861,,,,
0,3299,,,,0.6323625445365906,,,,
0,3319,,,,0.13802045583724976,,,,
0,3339,,,,0.27810826897621155,,,,
0,3359,,,,2.4029974937438965,,,,
0,3379,,,,1.1526201963424683,,,,
0,3399,,,,0.7101738452911377,,,,
0,3419,,,,0.5138335227966309,,,,
0,3439,,,,15.22652530670166,,,,
0,3459,,,,0.35081925988197327,,,,
0,3479,,,,0.853607714176178,,,,
0,3499,,,,0.25902706384658813,,,,
0,3519,,,,0.316807359457016,,,,
0,3539,,,,7.8085432052612305,,,,
0,3559,,,,1.151056170463562,,,,
0,3579,,,,1.3669333457946777,,,,
0,3599,,,,0.26998159289360046,,,,
0,3619,,,,10.023107528686523,,,,
0,3639,,,,0.19654756784439087,,,,
0,3659,,,,1.8782720565795898,,,,
0,3679,,,,5.699570178985596,,,,
0,3699,,,,1.1533418893814087,,,,
0,3719,,,,1.3235070705413818,,,,
0,3739,,,,2.0286386013031006,,,,
0,3759,,,,2.304572582244873,,,,
0,3779,,,,0.34694239497184753,,,,
0,3799,,,,0.6500131487846375,,,,
0,3819,,,,1.4769656658172607,,,,
0,3839,,,,1.8412542343139648,,,,
0,3859,,,,3.4332494735717773,,,,
0,3879,,,,13.070454597473145,,,,
0,3899,,,,1.1861274242401123,,,,
0,3919,,,,0.5220241546630859,,,,
0,3939,,,,1.125882863998413,,,,
0,3959,,,,3.0890066623687744,,,,
0,3979,,,,0.6716958284378052,,,,
0,3999,,,,0.7640893459320068,,,,
0,4019,,,,0.6054112315177917,,,,
0,4039,,,,0.6514061093330383,,,,
0,4059,,,,0.4135490357875824,,,,
0,4079,,,,0.33212944865226746,,,,
